example_id,category,exact_match,precision,recall,f1_score,confidence,predicted,reference,error_type
216:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
216:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - sala 2.3,remoto - zoom,HALLUCINATION
216:topic,topic,0.0,0.0,0.0,0.0,0.9999982118606567,acompanhamento pedagogico,pedido de equivalencias,WRONG_ANSWER
234:participants,participants,0.0,0.0,0.0,0.0,0.9986430406570435,Coordenacao de Mestrado,Professora Sofia Carvalho,HALLUCINATION
234:time,time,0.0,0.0,0.0,0.0,0.999976396560669,ao final do dia,,TRUNCATION
234:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
234:location,location,0.0,0.0,0.0,0.0,0.9,presencial - biblioteca,,HALLUCINATION
234:topic,topic,0.0,0.0,0.0,0.0,0.9964685440063477,submissao de artigo,,TRUNCATION
361:participants,participants,0.0,0.0,0.0,0.0,0.9960933327674866,Secretaria Academica,Prof. Ricardo Mendes,HALLUCINATION
361:time,time,0.0,0.0,0.0,0.0,0.0,,na proxima semana,LOW_CONFIDENCE
361:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-23T00:00:00,LOW_CONFIDENCE
361:location,location,0.0,0.0,0.0,0.0,0.0,,presencial - sala B104,LOW_CONFIDENCE
361:topic,topic,0.0,0.0,0.0,0.0,0.9995796084403992,orientacao da dissertacao,proposta de projeto,WRONG_ANSWER
0:participants,participants,1.0,1.0,1.0,1.0,0.9876308441162109,Secretaria Academica,Secretaria Academica,EXACT_MATCH
0:time,time,0.0,0.0,0.0,0.0,0.9999986290931702,ao final do dia,quinta as 16h,WRONG_ANSWER
0:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-02-19T16:00:00,LOW_CONFIDENCE
0:location,location,0.0,0.5,0.6666666666666666,0.5714285714285715,0.9,remoto - google meet,remoto - teams,HALLUCINATION
0:topic,topic,0.0,0.0,0.0,0.0,0.9556196331977844,Secretaria Academica,credibilidade dos dados recolhidos,HALLUCINATION
380:participants,participants,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9998321533203125,Professora Ana Costa,Professora Sofia Carvalho,HALLUCINATION
380:time,time,0.0,0.0,0.0,0.0,0.0,,dia 18 as 9h30,LOW_CONFIDENCE
380:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-17T09:30:00,LOW_CONFIDENCE
380:location,location,1.0,1.0,1.0,1.0,0.8,remoto - zoom,remoto - zoom,EXACT_MATCH
380:topic,topic,0.0,0.0,0.0,0.0,0.893690288066864,Professora Ana Costa,horarios do semestre,HALLUCINATION
217:participants,participants,0.0,0.0,0.0,0.0,0.9949973821640015,Professor Luis Almeida,Diretor do Curso,HALLUCINATION
217:time,time,0.0,0.0,0.0,0.0,0.9999987483024597,ao final do dia,,TRUNCATION
217:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
217:location,location,0.0,0.5,0.6666666666666666,0.5714285714285715,0.9,remoto - google meet,remoto - zoom,HALLUCINATION
217:topic,topic,0.0,0.0,0.0,0.0,0.5183542966842651,Professor Luis Almeida,credibilidade dos dados recolhidos,HALLUCINATION
157:participants,participants,0.0,0.0,0.0,0.0,0.9972144961357117,Professora Sofia Carvalho,Professor Luis Almeida,HALLUCINATION
157:time,time,0.0,0.0,0.0,0.0,0.9999931454658508,amanha as 10h,,TRUNCATION
157:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999931454658508,2026-02-04T10:00:00,,HALLUCINATION
157:location,location,0.0,0.2,0.25,0.22222222222222224,0.9,presencial - gabinete da direcao,remoto - google meet,HALLUCINATION
157:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9998866319656372,processo de estagio,validacao de atas,PARTIAL_MATCH
374:participants,participants,0.0,0.0,0.0,0.0,0.9659114480018616,Professora Sofia Carvalho,Professor Luis Almeida,HALLUCINATION
374:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
374:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
374:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
374:topic,topic,0.0,0.0,0.0,0.0,0.9955393075942993,processo de estagio,orientacao da dissertacao,WRONG_ANSWER
311:participants,participants,0.0,0.0,0.0,0.0,0.9242537617683411,Professora Sofia Carvalho,Secretaria Academica,HALLUCINATION
311:time,time,0.0,0.0,0.0,0.0,0.9999983310699463,ao final do dia,amanha as 10h,WRONG_ANSWER
311:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-02-15T10:00:00,LOW_CONFIDENCE
311:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
311:topic,topic,0.0,0.0,0.0,0.0,0.9999526143074036,analise dos resultados dos estudantes,processo de estagio,WRONG_ANSWER
288:participants,participants,0.0,0.0,0.0,0.0,0.7,Joao Pereira,Professora Ana Costa,WRONG_ANSWER
288:time,time,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9999969005584717,sexta as 14h30,dia 18 as 9h30,PARTIAL_MATCH
288:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999969005584717,2026-03-13T14:30:00,2026-03-15T09:30:00,HALLUCINATION
288:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
288:topic,topic,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9999986290931702,pedido de equivalencias,distribuicao de servico docente,PARTIAL_MATCH
118:participants,participants,1.0,1.0,1.0,1.0,0.9999704957008362,Professor Luis Almeida,Professor Luis Almeida,EXACT_MATCH
118:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
118:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
118:location,location,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
118:topic,topic,0.0,0.0,0.0,0.0,0.65,Envio de documentos,,HALLUCINATION
178:participants,participants,1.0,1.0,1.0,1.0,0.9981666207313538,Coordenacao de Mestrado,Coordenacao de Mestrado,EXACT_MATCH
178:time,time,0.0,0.0,0.0,0.0,0.9999989867210388,dia 22 as 17h,na proxima semana,WRONG_ANSWER
178:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999989867210388,2026-04-22T17:00:00,2026-02-16T00:00:00,HALLUCINATION
178:location,location,1.0,1.0,1.0,1.0,0.9,remoto - zoom,remoto - zoom,EXACT_MATCH
178:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999419450759888,preparacao da defesa,orientacao da dissertacao,PARTIAL_MATCH
182:participants,participants,1.0,1.0,1.0,1.0,0.9832360148429871,Prof. Ricardo Mendes,Prof. Ricardo Mendes,EXACT_MATCH
182:time,time,0.0,0.0,0.0,0.0,0.0,,amanha as 10h,LOW_CONFIDENCE
182:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-03T10:00:00,LOW_CONFIDENCE
182:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - sala B104,remoto - zoom,HALLUCINATION
182:topic,topic,0.0,0.0,0.0,0.0,0.9999881386756897,pedido de equivalencias,orientacao da dissertacao,WRONG_ANSWER
192:participants,participants,0.0,0.0,0.0,0.0,0.9951133131980896,Coordenacao de Mestrado,Professor Luis Almeida,HALLUCINATION
192:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
192:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
192:location,location,0.0,0.3333333333333333,0.14285714285714285,0.2,0.6,remoto - zoom,presencial - sala de reunioes do departamento,HALLUCINATION
192:topic,topic,0.0,0.0,0.0,0.0,0.8042187690734863,Coordenacao de Mestrado,analise dos resultados dos estudantes,HALLUCINATION
389:participants,participants,0.0,0.0,0.0,0.0,0.9790305495262146,Secretaria Academica,Coordenacao de Mestrado,HALLUCINATION
389:time,time,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9999984502792358,dia 22 as 17h,sexta as 14h30,PARTIAL_MATCH
389:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999984502792358,2026-02-22T17:00:00,2026-04-03T14:30:00,HALLUCINATION
389:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - auditorio principal,remoto - zoom,HALLUCINATION
389:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9998877644538879,submissao de artigo,pedido de equivalencias,PARTIAL_MATCH
80:participants,participants,1.0,1.0,1.0,1.0,0.7508211135864258,Professora Ana Costa,Professora Ana Costa,EXACT_MATCH
80:time,time,0.0,0.0,0.0,0.0,0.0,,amanha as 10h,LOW_CONFIDENCE
80:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-02-07T10:00:00,LOW_CONFIDENCE
80:location,location,0.0,0.2,0.3333333333333333,0.25,0.9,presencial - laboratorio de informatica,remoto - zoom,HALLUCINATION
80:topic,topic,0.0,0.0,0.0,0.0,0.65,Fw: Reuniao sem efeito,submissao de artigo,HALLUCINATION
376:participants,participants,1.0,1.0,1.0,1.0,0.9383152723312378,Conselho Pedagogico,Conselho Pedagogico,EXACT_MATCH
376:time,time,0.0,0.0,0.0,0.0,0.9999991655349731,depois da aula,quinta as 16h,WRONG_ANSWER
376:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-28T16:00:00,LOW_CONFIDENCE
376:location,location,0.0,0.5,0.6666666666666666,0.5714285714285715,0.9,remoto - google meet,remoto - zoom,HALLUCINATION
376:topic,topic,0.0,0.0,0.0,0.0,0.9984326362609863,avaliacao continua,credibilidade dos dados recolhidos,WRONG_ANSWER
349:participants,participants,1.0,1.0,1.0,1.0,0.9939367175102234,Secretaria Academica,Secretaria Academica,EXACT_MATCH
349:time,time,0.0,0.0,0.0,0.0,0.9999995231628418,durante a manha,,TRUNCATION
349:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999995231628418,2026-03-31T06:00:00/2026-03-31T12:00:00,,HALLUCINATION
349:location,location,0.0,0.0,0.0,0.0,0.6,remoto - zoom,,HALLUCINATION
349:topic,topic,0.0,0.0,0.0,0.0,0.9997870326042175,credibilidade dos dados recolhidos,,TRUNCATION
315:participants,participants,0.0,0.0,0.0,0.0,0.9923790693283081,Conselho Pedagogico,Professora Sofia Carvalho,HALLUCINATION
315:time,time,0.0,0.0,0.0,0.0,0.9999982118606567,ao final do dia,quarta a tarde,WRONG_ANSWER
315:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-04T15:00:00,LOW_CONFIDENCE
315:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
315:topic,topic,0.0,0.0,0.0,0.0,0.9836640954017639,coordenacao da unidade curricular,submissao de artigo,WRONG_ANSWER
363:participants,participants,0.0,0.0,0.0,0.0,0.9762416481971741,Professor Luis Almeida,Miguel Santos,HALLUCINATION
363:time,time,0.0,0.0,0.0,0.0,0.0,,antes do seminario,LOW_CONFIDENCE
363:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
363:location,location,0.0,0.2,0.3333333333333333,0.25,0.9,presencial - laboratorio de informatica,remoto - zoom,HALLUCINATION
363:topic,topic,0.0,0.0,0.0,0.0,0.9999728798866272,credibilidade dos dados recolhidos,planeamento de aulas,HALLUCINATION
3247:participants,participants,1.0,1.0,1.0,1.0,0.8870716691017151,Joao Pereira,Joao Pereira,EXACT_MATCH
3247:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
3247:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
3247:location,location,0.0,0.2,0.3333333333333333,0.25,0.9,presencial - laboratorio de informatica,remoto - zoom,HALLUCINATION
3247:topic,topic,1.0,1.0,1.0,1.0,0.9999887347221375,submissao de artigo,submissao de artigo,EXACT_MATCH
287:participants,participants,0.0,0.0,0.0,0.0,0.805985689163208,Gabinete de Estagios,Secretaria Academica,HALLUCINATION
287:time,time,0.0,0.0,0.0,0.0,0.0,,dia 22 as 17h,LOW_CONFIDENCE
287:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-02-05T17:00:00,LOW_CONFIDENCE
287:location,location,1.0,1.0,1.0,1.0,0.8,remoto - zoom,remoto - zoom,EXACT_MATCH
287:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999604225158691,relatorio de progresso,submissao de artigo,PARTIAL_MATCH
95:participants,participants,1.0,1.0,1.0,1.0,0.9990831613540649,Coordenacao de Mestrado,Coordenacao de Mestrado,EXACT_MATCH
95:time,time,0.0,0.0,0.0,0.0,0.9999626874923706,antes do seminario,dia 22 as 17h,WRONG_ANSWER
95:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-26T17:00:00,LOW_CONFIDENCE
95:location,location,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9,presencial - auditorio principal,remoto - zoom,HALLUCINATION
95:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9953522086143494,submissao de artigo,calendario de avaliacoes,PARTIAL_MATCH
281:participants,participants,1.0,1.0,1.0,1.0,0.9582580327987671,Diretor do Curso,Diretor do Curso,EXACT_MATCH
281:time,time,0.0,0.0,0.0,0.0,0.0,,sexta as 14h30,LOW_CONFIDENCE
281:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-27T14:30:00,LOW_CONFIDENCE
281:location,location,1.0,1.0,1.0,1.0,0.6,remoto - zoom,remoto - zoom,EXACT_MATCH
281:topic,topic,0.0,0.0,0.0,0.0,0.630350649356842,Diretor do Curso,calendario de avaliacoes,HALLUCINATION
214:participants,participants,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9361438751220703,Professora Sofia Carvalho,Professora Ana Costa,HALLUCINATION
214:time,time,0.0,0.0,0.0,0.0,0.9999984502792358,quinta as 16h,,TRUNCATION
214:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999984502792358,2026-06-04T16:00:00,,HALLUCINATION
214:location,location,0.0,0.0,0.0,0.0,0.9,presencial - secretaria,,HALLUCINATION
214:topic,topic,0.0,0.0,0.0,0.0,0.9984753727912903,processo de estagio,,HALLUCINATION
9:participants,participants,1.0,1.0,1.0,1.0,0.9994643926620483,Secretaria Academica,Secretaria Academica,EXACT_MATCH
9:time,time,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
9:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
9:location,location,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9,presencial - biblioteca,remoto - google meet,HALLUCINATION
9:topic,topic,0.0,0.0,0.0,0.0,0.9973738193511963,analise dos resultados dos estudantes,revisao bibliografica,HALLUCINATION
129:participants,participants,0.0,0.0,0.0,0.0,0.9595614075660706,Secretaria Academica,Coordenacao de Mestrado,HALLUCINATION
129:time,time,0.0,0.0,0.0,0.0,0.9999967813491821,amanha as 10h,,TRUNCATION
129:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999967813491821,2026-02-13T10:00:00,,HALLUCINATION
129:location,location,0.0,0.0,0.0,0.0,0.8,remoto - zoom,,HALLUCINATION
129:topic,topic,0.0,0.0,0.0,0.0,0.996143102645874,revisao do plano de trabalhos,,TRUNCATION
346:participants,participants,0.0,0.0,0.0,0.0,0.9997906684875488,Professora Ana Costa,Professor Luis Almeida,HALLUCINATION
346:time,time,0.0,0.0,0.0,0.0,0.0,,durante a manha,LOW_CONFIDENCE
346:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-03-29T09:00:00,LOW_CONFIDENCE
346:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
346:topic,topic,0.0,0.0,0.0,0.0,0.8838371634483337,Professora Ana Costa,analise dos resultados dos estudantes,HALLUCINATION
37:participants,participants,0.0,0.0,0.0,0.0,0.9790400266647339,Gabinete de Estagios,Prof. Ricardo Mendes,HALLUCINATION
37:time,time,0.0,0.0,0.0,0.0,0.0,,sexta as 14h30,LOW_CONFIDENCE
37:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-29T14:30:00,LOW_CONFIDENCE
37:location,location,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,remoto - teams,remoto - zoom,HALLUCINATION
37:topic,topic,0.0,0.0,0.0,0.0,0.9999238848686218,avaliacao continua,relatorio de progresso,WRONG_ANSWER
98:participants,participants,0.0,0.0,0.0,0.0,0.9905188679695129,Secretaria Academica,Ana Martins,HALLUCINATION
98:time,time,0.0,0.0,0.0,0.0,0.9999982118606567,terca as 11h,,TRUNCATION
98:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999982118606567,2026-05-26T11:00:00,,HALLUCINATION
98:location,location,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9,remoto - teams,remoto - zoom,HALLUCINATION
98:topic,topic,0.0,0.0,0.0,0.0,0.9959967732429504,proposta de projeto,coordenacao da unidade curricular,WRONG_ANSWER
327:participants,participants,0.0,0.0,0.0,0.0,0.9844555854797363,Secretaria Academica,Conselho Pedagogico,HALLUCINATION
327:time,time,0.0,0.0,0.0,0.0,0.9999972581863403,amanha as 15h,depois de almoco,WRONG_ANSWER
327:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999972581863403,2026-05-25T15:00:00,2026-05-08T13:15:00,HALLUCINATION
327:location,location,0.0,0.3333333333333333,0.2,0.25,0.8,remoto - zoom,presencial - gabinete da direcao,HALLUCINATION
327:topic,topic,0.0,0.0,0.0,0.0,0.9999935030937195,planeamento de aulas,acompanhamento pedagogico,WRONG_ANSWER
292:participants,participants,0.0,0.0,0.0,0.0,0.8758111596107483,Ana Martins,Conselho Pedagogico,HALLUCINATION
292:time,time,0.0,0.0,0.0,0.0,0.9999989867210388,antes do seminario,,TRUNCATION
292:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
292:location,location,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9,remoto - zoom,presencial - gabinete 3.12,HALLUCINATION
292:topic,topic,0.0,0.25,0.3333333333333333,0.28571428571428575,0.9999808669090271,distribuicao de servico docente,pedido de equivalencias,HALLUCINATION
60:participants,participants,0.0,0.0,0.0,0.0,0.8889550566673279,Professor Luis Almeida,Diretor do Curso,HALLUCINATION
60:time,time,0.0,0.0,0.0,0.0,0.9999985694885254,ao final do dia,,TRUNCATION
60:time_normalized,time_normalized,1.0,1.0,1.0,1.0,0.0,,,LOW_CONFIDENCE
60:location,location,0.0,0.3333333333333333,0.14285714285714285,0.2,0.6,remoto - zoom,presencial - sala de reunioes do departamento,HALLUCINATION
60:topic,topic,0.0,0.0,0.0,0.0,0.999958336353302,credibilidade dos dados recolhidos,planeamento de aulas,WRONG_ANSWER
269:participants,participants,0.0,0.0,0.0,0.0,0.9995986819267273,Professor Luis Almeida,Secretaria Academica,HALLUCINATION
269:time,time,0.0,0.0,0.0,0.0,0.0,,amanha as 10h,LOW_CONFIDENCE
269:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-04-10T10:00:00,LOW_CONFIDENCE
269:location,location,0.0,0.0,0.0,0.0,0.0,,remoto - zoom,LOW_CONFIDENCE
269:topic,topic,0.0,0.0,0.0,0.0,0.5421971082687378,Professor Luis Almeida,orientacao da dissertacao,HALLUCINATION
206:participants,participants,0.0,0.0,0.0,0.0,0.9828837513923645,Prof. Ricardo Mendes,Professora Ana Costa,HALLUCINATION
206:time,time,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999952912330627,quinta as 16h,sexta as 14h30,PARTIAL_MATCH
206:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999952912330627,2026-05-14T16:00:00,2026-04-10T14:30:00,HALLUCINATION
206:location,location,0.0,0.3333333333333333,0.2,0.25,0.6,remoto - zoom,presencial - laboratorio de informatica,HALLUCINATION
206:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9998998045921326,submissao de artigo,calendario de avaliacoes,PARTIAL_MATCH
195:participants,participants,0.0,0.0,0.0,0.0,0.9557497501373291,Professora Sofia Carvalho,Carolina Silva,HALLUCINATION
195:time,time,0.0,0.0,0.0,0.0,0.9999983310699463,dia 22 as 17h,,TRUNCATION
195:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999983310699463,2026-04-22T17:00:00,,HALLUCINATION
195:location,location,0.0,0.0,0.0,0.0,0.8,remoto - zoom,,HALLUCINATION
195:topic,topic,0.0,0.0,0.0,0.0,0.9138293266296387,Professora Sofia Carvalho,,HALLUCINATION
141:participants,participants,0.0,0.0,0.0,0.0,0.9980049133300781,Joao Pereira,Diretor do Curso,HALLUCINATION
141:time,time,0.0,0.0,0.0,0.0,0.9999821782112122,quarta a tarde,,TRUNCATION
141:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999821782112122,2026-05-20T12:00:00/2026-05-20T18:00:00,,HALLUCINATION
141:location,location,0.0,0.0,0.0,0.0,0.9,presencial - gabinete de orientacao,,HALLUCINATION
141:topic,topic,0.0,0.0,0.0,0.0,0.9999959468841553,acompanhamento pedagogico,,TRUNCATION
92:participants,participants,0.0,0.0,0.0,0.0,0.9744124412536621,Professor Luis Almeida,Professora Ana Costa,HALLUCINATION
92:time,time,0.0,0.0,0.0,0.0,0.9999986886978149,dia 22 as 17h,,TRUNCATION
92:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999986886978149,2026-03-22T17:00:00,,HALLUCINATION
92:location,location,0.0,0.0,0.0,0.0,0.9,remoto - zoom,,HALLUCINATION
92:topic,topic,0.0,0.0,0.0,0.0,0.9998992681503296,horarios do semestre,,TRUNCATION
90:participants,participants,0.0,0.0,0.0,0.0,0.9597391486167908,Professor Luis Almeida,Prof. Ricardo Mendes,HALLUCINATION
90:time,time,0.0,0.0,0.0,0.0,0.9999963641166687,amanha as 10h,na proxima semana,WRONG_ANSWER
90:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.9999963641166687,2026-03-25T10:00:00,2026-02-23T00:00:00,HALLUCINATION
90:location,location,0.0,0.2,0.3333333333333333,0.25,0.9,presencial - gabinete de orientacao,remoto - zoom,HALLUCINATION
90:topic,topic,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999916553497314,pedido de equivalencias,submissao de artigo,PARTIAL_MATCH
162:participants,participants,0.0,0.0,0.0,0.0,0.981488823890686,Conselho Pedagogico,Diretor do Curso,HALLUCINATION
162:time,time,0.0,0.0,0.0,0.0,0.0,,durante a manha,LOW_CONFIDENCE
162:time_normalized,time_normalized,0.0,0.0,0.0,0.0,0.0,,2026-05-12T09:00:00,LOW_CONFIDENCE
162:location,location,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9,presencial - secretaria,remoto - zoom,HALLUCINATION
162:topic,topic,0.0,0.3333333333333333,0.25,0.28571428571428575,0.9979534149169922,relatorio de progresso,distribuicao de servico docente,PARTIAL_MATCH
262:participants,participants,1.0,1.0,1.0,1.0,0.990241527557373,Secretaria Academica,Secretaria Academica,EXACT_MATCH
262:time,time,0.0,0.0,0.0,0.0,0.9999986886978149,dia 22 as 17h,,TRUNCATION
